vmid,cpu,mem,at,lt
89,1,2,1264.0,6280.852908998059
90,1,2,1264.0,5684.353200831131
91,1,2,1264.0,6282.9036596328315
92,1,2,1264.0,12817.324400251573
93,1,2,1264.0,4891.180673492606
94,1,2,1264.0,6876.405993821667
95,1,2,1264.0,15583.496048686351
96,1,2,1264.0,6878.063620289221
97,1,2,1264.0,5889.79412485388
98,1,2,1264.0,12819.992053175614
99,12,24,1350.0,62.710191970121954
100,2,8,1649.0,63.706297748679404
101,1,2,1859.0,2674.7555135719563
102,4,8,1903.0,1843.6467446753932
103,4,8,2013.0,1642.8359258108949
104,1,2,2071.0,6381.91415166135
105,1,2,2071.0,5395.092406245272
106,1,2,2071.0,6384.257339197712
107,1,2,2071.0,6384.437534007993
108,1,2,2071.0,15886.022914159596
109,1,2,2071.0,6386.7726984009805
110,1,2,2071.0,11729.730181946092
111,1,2,2071.0,4801.438166352036
112,1,2,2072.0,5392.571220249151
113,1,2,2072.0,5000.939172337365
114,1,2,2072.0,5990.215712243404
115,1,2,2072.0,4800.429470511165
116,1,2,2072.0,4797.4152262507905
117,1,2,2072.0,11931.805606367105
118,1,2,2072.0,5390.076717411239
119,1,2,2072.0,11725.744115051737
120,1,2,2072.0,15689.39224822755
121,1,2,2072.0,4997.764232233685
122,1,2,2072.0,5006.384506040295
123,1,2,2072.0,11731.37512539442
124,2,4,2094.0,376.04600822119045
125,2,4,2365.0,221.37901811103833
126,2,4,2367.0,556.7460476093291
127,2,4,2367.0,557.9302962265907
128,1,2,2465.0,5557.792457670186
129,1,2,2465.0,11296.975950120264
130,1,2,2465.0,11293.209061491414
131,1,2,2465.0,4571.393406401415
132,1,2,2465.0,5351.148154235549
133,1,2,2465.0,4566.087200869903
134,1,2,2465.0,3966.637631382256
135,1,2,2465.0,4365.317083331721
136,1,2,2465.0,4966.423357702717
137,1,2,2465.0,4569.214881982538
138,1,2,2465.0,3968.530716483719
139,1,2,2465.0,4961.600236874447
140,1,2,2465.0,4569.110513470542
141,1,2,2465.0,11293.935658320144
142,1,2,2465.0,4958.5362443266495
143,1,2,2466.0,5352.809757660571
144,1,2,2466.0,5557.635905531198
145,1,2,2466.0,5553.826629040408
146,1,2,2466.0,5353.537849993234
147,1,2,2466.0,11298.281657754227
148,1,2,2469.0,8734.509500396754
149,1,2,2469.0,16096.555705914983
150,1,2,2469.0,15702.8567108627
151,1,2,2469.0,8730.663162075058
152,1,2,2470.0,19405.92580059218
153,1,2,2470.0,8737.979230170988
154,1,2,2470.0,8723.51602319076
155,1,2,2470.0,15717.62335410755
156,1,2,2470.0,6150.239714345452
157,1,2,2470.0,8731.490132278584
158,1,2,2470.0,8715.297951187991
159,1,2,2470.0,9125.684242469884
160,1,2,2470.0,9119.838194999791
161,1,2,2470.0,8723.50433475404
162,1,2,2470.0,8738.174118049936
163,1,2,2470.0,9129.335053254666
164,1,2,2470.0,8742.346864066978
165,1,2,2470.0,16088.928895409388
166,1,2,2470.0,8716.767268265041
167,1,2,2470.0,9124.056839083676
168,1,2,2524.0,43624.942047253804
169,2,4,2542.0,42.16337643800604
170,1,2,2546.0,2141.44137168424
171,1,1,2546.0,426.15782863633484
172,1,1,2546.0,423.9692860565661
173,16,32,2554.0,66.6653828892068
174,2,4,2592.0,34.290737680047016
175,2,4,2633.0,188.03042661018142
176,2,4,2715.0,386.5628679798513
177,1,2,2730.0,13777.904631572976
178,2,4,2739.0,73.01768153443484
179,1,1,2769.0,1590.0487364279857
180,2,4,2868.0,677.1995189802345
181,1,2,2894.0,15250.670952718552
182,1,2,2894.0,8653.10481077681
183,1,2,2894.0,8658.844139451716
184,1,2,2894.0,8266.68809243217
185,1,2,2894.0,8257.767675976243
186,1,2,2894.0,8258.138244661892
187,1,2,2894.0,8656.125614082854
188,1,2,2894.0,8259.873611360725
189,1,2,2894.0,8253.78420714345
190,1,2,2894.0,8666.692249779493
191,1,2,2894.0,8649.330021203717
192,1,2,2894.0,15247.36131642231
193,1,2,2894.0,8270.816408283561
194,1,2,2894.0,8264.512487276726
195,1,2,2894.0,7654.913300702738
196,1,2,2894.0,8052.396193078813
197,1,2,2894.0,8262.442861546935
198,1,2,2894.0,15250.692706602054
199,1,2,2894.0,16178.65781679011
200,1,2,2894.0,8661.726116350508
201,2,4,2921.0,620.9481825178251
202,2,4,3254.0,62.12239452668884
203,1,2,3275.0,375.80920221725745
204,1,2,3282.0,11585.379566817914
205,1,2,3282.0,11585.739185122931
206,1,2,3282.0,12185.732277893703
207,1,2,3282.0,11584.10724465073
208,1,2,3282.0,11791.253904018266
209,1,2,3283.0,14159.797797861127
210,1,2,3283.0,11198.325868728338
211,1,2,3283.0,15193.022318244022
212,1,2,3283.0,11789.34054608173
213,1,2,3283.0,11790.944742678794
214,1,2,3283.0,11586.263152452248
215,1,2,3283.0,11585.327739671942
216,1,2,3283.0,11583.438986355433
217,1,2,3283.0,11786.417287369772
218,1,2,3283.0,11585.090024180197
219,1,2,3283.0,12186.253038945642
220,1,2,3283.0,11789.673431279882
221,1,2,3283.0,14810.879204203697
222,1,2,3283.0,11787.832610867725
223,1,2,3283.0,11787.31635784554
224,1,2,3288.0,11305.645212214555
225,1,2,3291.0,35156.51122407622
226,1,2,3291.0,15334.639813221142
227,1,2,3291.0,15335.956332878433
228,1,2,3291.0,15336.786376891347
229,1,2,3291.0,55331.218978382574
230,1,2,3291.0,15339.90480586521
231,1,2,3291.0,53754.614653320605
232,1,2,3291.0,124.96083085494105
233,1,2,3292.0,128.35708830982102
234,1,2,3292.0,15332.436263891123
235,1,2,3292.0,53763.543485508446
236,1,2,3292.0,15339.205050305996
237,1,2,3292.0,127.92028381109115
238,1,2,3292.0,15336.574717943593
239,1,2,3292.0,54156.01478652434
240,1,2,3292.0,53757.23950645555
241,1,2,3292.0,23263.531452726187
242,1,2,3292.0,125.30342907194871
243,1,2,3292.0,23262.31386556485
244,1,2,3292.0,20680.24317445291
245,1,2,3297.0,37705.449323177345
246,1,2,3297.0,113.09487749995769
247,1,2,3297.0,17904.491072123023
248,1,2,3297.0,111.41491490184605
249,1,2,3297.0,116.6450035129426
250,1,2,3297.0,17311.398807920024
251,1,2,3297.0,123.62985336496585
252,1,2,3297.0,25256.822265509756
253,1,2,3297.0,119.90448967191648
254,1,2,3297.0,17903.997184916414
255,1,2,3297.0,17704.529616911193
256,1,2,3297.0,121.50115187352417
257,1,2,3297.0,110.38489270394544
258,1,2,3298.0,121.78325367721192
259,1,2,3298.0,17313.82659999075
260,1,2,3298.0,116.58922514258347
261,1,2,3298.0,121.47023621070117
262,1,2,3298.0,110.54335900060832
263,1,2,3298.0,25627.30087370482
264,1,2,3298.0,118.2354044022945
265,1,2,3310.0,7791.884021166652
266,1,2,3310.0,5612.476835713188
267,1,2,3310.0,14790.81269351419
268,1,2,3310.0,5225.818201194555
269,1,2,3310.0,14781.089443534749
270,1,2,3310.0,7811.377276525916
271,1,2,3310.0,15724.04165547357
272,1,2,3310.0,7798.200737224932
273,1,2,3310.0,7808.346942417375
274,1,2,3310.0,5614.088984555265
275,1,2,3310.0,5616.893815668031
276,1,2,3310.0,7792.002356355017
277,1,2,3310.0,5225.679837786545
278,1,2,3310.0,8192.346418540654
279,1,2,3310.0,13343.531709510497
280,1,2,3310.0,8196.733046899564
281,1,2,3310.0,7593.406230864635
282,1,2,3310.0,15720.860436729186
283,1,2,3310.0,7792.7548050062505
284,1,2,3310.0,8198.803434133677
285,1,2,3310.0,8203.964037710699
286,1,2,3319.0,16890.988301089707
287,1,2,3319.0,99.40074052760097
288,1,2,3319.0,100.04378235707149
289,1,2,3319.0,13720.728325321463
290,1,2,3319.0,100.09760047685273
291,1,2,3319.0,101.6743981628244
292,1,2,3319.0,16297.185796512842
293,1,2,3319.0,94.16267840433211
294,1,2,3319.0,24613.81095738635
295,1,2,3319.0,13919.724595594424
296,1,2,3319.0,16691.746930759535
297,1,2,3319.0,98.68406685778538
298,1,2,3319.0,16097.493908041224
299,1,2,3319.0,98.68150369399734
300,1,2,3319.0,98.27216223827472
301,1,2,3319.0,13721.21438522384
302,1,2,3319.0,98.07241910387287
303,1,2,3319.0,97.62860053174947
304,1,2,3319.0,98.25591433659032
305,1,2,3319.0,44023.41721101524
306,1,2,3319.0,94.9667870465115
307,1,2,3320.0,16693.213931567272
308,1,2,3320.0,94.51140833359716
309,1,2,3320.0,96.92316388991121
310,1,2,3320.0,94.62274393235214
311,1,2,3320.0,94.51365690873439
312,1,2,3320.0,15707.210724878963
313,1,2,3320.0,94.69209095872026
314,1,1,3339.0,5262.486032478792
315,8,16,3480.0,62.73794247816507
316,8,16,3636.0,219.73599952006407
317,8,16,3638.0,566.1019548586514
318,8,16,3638.0,568.0027867804337
319,1,1,3651.0,12672.886122795853
320,1,1,3657.0,675.0371345629591
321,1,1,3659.0,10183.673053421622
322,4,16,3667.0,6644.533521182937
323,1,2,3732.0,7730.248000164863
324,1,2,3732.0,4759.941653160817
325,1,2,3732.0,7728.732476166108
326,1,2,3732.0,7722.803432422919
327,1,2,3732.0,4356.51370989913
328,1,2,3732.0,14334.712812409238
329,1,2,3732.0,7741.443870629102
330,1,2,3732.0,7346.29595029919
331,1,2,3732.0,7325.879601540299
332,1,2,3732.0,5145.716346804408
333,1,2,3733.0,4360.035548864429
334,1,2,3733.0,4759.277402258123
335,1,2,3733.0,15651.020511176186
336,1,2,3733.0,6730.770888260739
337,1,2,3733.0,14321.779032747854
338,1,2,3733.0,5147.329363059096
339,1,2,3733.0,7720.848415804949
340,1,2,3733.0,4758.635378903118
341,1,2,3733.0,7338.816009082386
342,1,2,3733.0,7738.884550125691
343,4,16,3748.0,6554.7744514930155
344,8,16,3812.0,43.312175567542326
345,8,16,3861.0,42.293242631957824
346,1,2,3896.0,387.6265477579418
347,8,16,3913.0,191.40434297713227
348,1,2,4008.0,76928.52891029061
349,1,2,4008.0,76927.87614634173
350,1,2,4008.0,37519.968395963835
351,1,2,4008.0,77918.5699217284
352,1,2,4008.0,77519.50030285364
353,1,2,4008.0,15148.692651010699
354,1,2,4008.0,15148.009976583757
355,1,2,4008.0,42469.90015866665
356,1,2,4008.0,15150.60357110497
357,1,2,4008.0,15141.478005775352
358,1,2,4008.0,79501.24603162703
359,1,2,4009.0,164245.79303305125
360,1,2,4009.0,76343.30345657887
361,1,2,4009.0,163260.0596639283
362,1,2,4009.0,76924.70967826151
363,1,2,4009.0,76343.7476085917
364,1,2,4011.0,77912.853571464
365,1,2,4011.0,15139.040039236354
366,8,16,4018.0,78.66487259584969
367,1,2,4031.0,5810.697700269578
368,1,2,4031.0,5809.981515185065
369,1,2,4031.0,15711.220464216149
370,1,2,4031.0,15709.421526745347
371,1,2,4031.0,65802.38360078415
372,1,2,4031.0,65802.04608629116
373,1,2,4031.0,15711.799755310367
374,1,2,4031.0,9770.193287193588
375,1,2,4032.0,65801.03385962911
376,1,2,4032.0,50160.470986187815
377,2,4,4064.0,64.27546532721931
378,2,8,4064.0,65.34294027830221
379,1,1,4095.0,136.8810246345551
380,1,2,4096.0,13656.617243268192
381,1,2,4096.0,13657.824705848536
382,1,1,4129.0,2579.144142733561
383,8,16,4146.0,691.9816261467025
384,8,16,4200.0,631.991690637793
385,1,2,4234.0,13773.421403184555
386,1,2,4234.0,7172.803271302863
387,1,2,4234.0,14703.191065037305
388,1,2,4234.0,14146.800355662823
389,1,2,4234.0,3803.1656823488706
390,1,2,4234.0,7177.640989170129
391,1,2,4234.0,13767.343980970796
392,1,2,4234.0,14151.833776618503
393,1,2,4234.0,6781.272179908858
394,1,2,4234.0,6802.823576950671
395,1,2,4234.0,6575.861593453104
396,1,2,4234.0,3805.037551529207
397,1,2,4234.0,6576.96848549688
398,1,2,4234.0,6785.506082290636
399,1,2,4234.0,14705.413184104278
400,1,2,4234.0,6802.511727301187
401,1,2,4234.0,14147.35555110885
402,1,2,4234.0,6782.225818526975
403,1,2,4235.0,6790.542040752625
404,1,2,4235.0,7179.298356514747
405,1,2,4241.0,84.93410781111548
406,1,2,4241.0,15287.929784133381
407,1,2,4241.0,15699.916802706466
408,1,2,4241.0,15083.878437585787
409,1,2,4241.0,12710.968481045262
410,1,2,4241.0,15294.93086324632
411,1,2,4241.0,13104.328139638115
412,1,2,4241.0,15288.694994040221
413,1,2,4241.0,15702.434651918422
414,1,2,4241.0,15296.553483014
415,1,2,4241.0,12906.701038586983
416,1,2,4241.0,13695.326264321495
417,1,2,4241.0,13697.706053992197
418,1,2,4241.0,13900.96485134379
419,1,2,4241.0,80.85489165116596
420,1,2,4241.0,15291.883813245666
421,1,2,4241.0,83.9088365112791
422,1,2,4241.0,15675.898787535687
423,1,2,4241.0,13754.819171114154
424,1,2,4241.0,12907.964577251454
425,1,2,4285.0,47.25623923045366
426,1,2,4285.0,43.55991538299466
427,1,2,4285.0,46.46377541233039
428,1,2,4285.0,46.956931952153155
429,1,2,4285.0,45.797134191472836
430,2,4,4292.0,573797.8564191486
431,2,4,4308.0,105809.73532106697
432,2,4,4318.0,487809.24441218143
433,2,4,4343.0,193716.03250635165
434,1,1,4346.0,699330.6220155371
435,2,4,4377.0,193907.24968411113
436,1,1,4380.0,698095.2000579339
437,2,4,4383.0,1428884.6552177614
438,1,2,4403.0,487718.885271716
439,1,1,4407.0,576490.9827029591
440,1,1,4417.0,583290.3645767914
441,1,1,4424.0,193728.09682953483
442,1,1,4435.0,193616.08837622352
443,2,4,4452.0,1055252.3013774669
444,1,1,4475.0,193796.98308704313
445,1,1,4477.0,574871.182693134
446,2,4,4478.0,694226.0636342298
447,1,1,4478.0,1428780.420602293
448,1,1,4498.0,573685.3724360457
449,1,1,4500.0,8340.918937469984
450,1,1,4506.0,2857.9829342990843
451,1,1,4525.0,574967.9741965345
452,1,1,4526.0,1055171.492325416
453,1,1,4531.0,1428594.3176429672
454,8,16,4538.0,63.49514394735176
455,4,16,4548.0,420.16409915062474
456,2,4,4554.0,693999.4994450061
457,2,4,4647.0,34261.42452642708
458,1,1,4660.0,693884.0222424532
459,1,1,4698.0,33165.345478073636
460,1,1,4702.0,1428228.640476684
461,1,1,4706.0,609.267095770211
462,2,4,4759.0,573290.8067572932
463,8,16,4761.0,35781.789571811816
464,1,1,4767.0,1876.9182650078724
465,1,2,4781.0,13179.549134126337
466,1,2,4781.0,5973.049338955498
467,1,2,4781.0,3997.666907710273
468,1,2,4781.0,3995.057121827078
469,1,2,4781.0,6190.642564612612
470,1,2,4782.0,14099.266734591058
471,1,2,4782.0,13169.693405715103
472,1,2,4782.0,6583.718479966719
473,1,2,4782.0,5580.706288622666
474,1,2,4782.0,13169.591807939323
475,1,2,4782.0,6173.8123302968015
476,1,2,4782.0,3991.6586201191926
477,1,2,4782.0,3994.700660248499
478,1,2,4782.0,13542.72486751382
479,1,2,4782.0,6184.28615206573
480,1,2,4782.0,13167.920112076867
481,1,2,4782.0,3998.083527900102
482,1,2,4782.0,13893.52049091138
483,1,2,4782.0,6194.514953107888
484,1,2,4782.0,3996.5876991434898
485,4,8,4783.0,193346.49312343233
486,1,2,4786.0,14094.369513190137
487,1,2,4786.0,14094.033231995916
488,1,2,4786.0,14491.421457323228
489,1,2,4786.0,14488.81455245377
490,1,2,4786.0,14487.241222244927
491,1,2,4786.0,14096.26417136899
492,1,2,4787.0,14489.078010168623
493,4,16,4847.0,91.55194153239665
494,1,1,4859.0,4345.071134536854
495,2,4,4875.0,693546.1312276105
496,1,1,4920.0,3813.327778544294
497,1,1,4977.0,32860.145712764985
498,1,1,5097.0,8145.594256654842
499,1,1,5142.0,572922.2151011269
500,1,1,5201.0,192747.80239153758
501,2,4,5268.0,192675.10841353156
502,1,1,5291.0,309.985418133363
503,1,1,5298.0,7463.931180910959
504,1,2,5312.0,15093.579120808356
505,1,2,5333.0,9531.782526236131
506,1,2,5333.0,9529.510811213757
507,1,2,5333.0,9528.243270892322
508,1,2,5972.0,221.73393465461237
509,1,2,5974.0,569.7428981721379
510,1,2,5974.0,567.1472110201137
511,1,2,6025.0,46.47880102930763
512,1,1,6045.0,29606.181165439153
513,1,2,6150.0,49.21945923365778
514,1,1,6151.0,741.0108284173518
515,1,2,6201.0,35.15336918075495
516,4,8,6202.0,571.0883406093145
517,1,2,6244.0,194.77045546115446
518,1,1,6346.0,216039.5878444019
519,1,2,6351.0,77.21029911465202
520,1,1,6417.0,2290.771721710397
521,1,1,6436.0,2443.6819406817913
522,4,8,6475.0,10390.128750945612
523,1,2,6484.0,702.4221237740619
524,1,2,6496.0,6265.539306817458
525,1,2,6496.0,5875.376895886864
526,1,2,6496.0,5878.158359560982
527,1,2,6539.0,640.2655845206752
528,1,1,6559.0,2456.0224711797064
529,1,2,6563.0,7553.296438869641
530,2,8,6579.0,10562.067424097357
531,1,2,6582.0,1579.2407035039855
532,1,1,6626.0,5471.174913775023
533,1,2,6721.0,1330.2939796411474
534,1,1,6738.0,2278.622298857738
535,2,8,6745.0,66.99668801519277
536,1,2,6776.0,57674.8309460189
537,1,2,6799.0,7296.7668390887175
538,4,8,6818.0,7723.104391936322
539,1,1,6833.0,2794322.5339521137
540,1,2,6890.0,69.0032229691225
541,2,8,6913.0,7905.481047225308
542,4,8,6952.0,2575.8695030099543
543,1,2,6964.0,7110.60949781138
544,1,2,7042.0,5664.224197031104
545,1,2,7042.0,5664.056523650414
546,2,4,7047.0,4024.1809517977817
547,8,16,7183.0,220.96734582025863
548,8,16,7185.0,556.0946697427273
549,8,16,7185.0,557.001412496957
550,1,1,7275.0,663.3962050218331
551,2,8,7321.0,9745.116839670767
552,8,16,7359.0,44.23024874025162
553,1,1,7362.0,663007.2127490044
554,8,16,7408.0,34.373137991437275
555,8,16,7450.0,189.80569985888658
556,4,8,7499.0,8907.653928601836
557,1,1,7509.0,1100.2741240825385
558,4,8,7530.0,96431.11884792973
559,8,16,7554.0,72.97357517285451
560,2,8,7600.0,9081.720678927135
561,1,2,7607.0,4054.2008361229523
562,1,2,7607.0,4051.9498245470536
563,1,2,7607.0,4053.46110487367
564,1,2,7607.0,4053.5686709014926
565,1,1,7652.0,3366.1874272719256
566,8,16,7683.0,676.8255126016576
567,1,2,7711.0,6288.272234400604
568,2,4,7720.0,1207.0319961488265
569,8,16,7736.0,624.3523507106408
570,1,2,7855.0,6396.532847705351
571,2,4,7867.0,1004.5736974001225
572,2,4,7867.0,1004.0539589484221
573,2,4,7867.0,1005.760766897444
574,2,4,7867.0,1007.3417921949639
575,2,4,7867.0,1009.5063946245243
576,2,4,7867.0,1014.1921695974968
577,2,4,7867.0,1013.34998996572
578,2,4,7867.0,1011.5509254901829
579,2,4,7867.0,1008.9819095812958
580,2,4,7867.0,1009.5913853652438
581,2,4,7867.0,1009.5768431564234
582,2,4,7867.0,1012.5659290420328
583,2,4,7867.0,1011.5537326102583
584,2,4,7867.0,1010.2160019145756
585,2,4,7867.0,1010.6170341182074
586,2,4,7867.0,1014.6019545449484
587,2,4,7867.0,1012.2933981391444
588,2,4,7867.0,1015.3087535329839
589,2,4,7867.0,1011.9753478478717
590,2,4,7868.0,1005.1768660650849
591,1,1,7916.0,4455.710811387018
592,1,1,7931.0,1321.6284969888447
593,4,8,7952.0,64.46782163642114
594,1,1,7967.0,661470.0890285152
595,1,1,7967.0,661471.944451188
596,1,1,7968.0,661470.3674263592
597,1,1,7968.0,661468.0239592959
598,1,1,7968.0,661467.9421487113
599,1,2,8039.0,38822.30928197848
600,4,8,8060.0,2406.5529366031624
601,8,16,8070.0,61.73144464256553
602,1,2,8184.0,5597.810236702149
603,1,2,8184.0,5007.83583358432
604,1,2,8184.0,5010.336440372551
605,1,2,8184.0,5003.4433072402335
606,1,2,8184.0,5004.2479310286635
607,1,2,8184.0,9560.669637517602
608,1,2,8184.0,5010.500953310067
609,1,2,8184.0,5005.084471736582
610,1,2,8184.0,8175.512206950439
611,1,2,8184.0,9162.60781069577
612,2,8,8188.0,8433.41227041683
613,1,1,8326.0,622.8644038630194
614,1,1,8509.0,2473.779514827653
615,4,8,8535.0,99656.55176052151
616,2,4,8552.0,64.282438658912
617,2,4,8566.0,18706.699245473737
618,2,4,8595.0,1177826.964556215
619,1,1,8636.0,1081.3750353247356
620,1,1,8693.0,615.2944416534791
621,1,1,8758.0,545.6364588300673
622,1,4,9027.0,2975.921669956092
623,2,4,9103.0,1888.4518920833953
624,4,8,9196.0,7311.211479955732
625,2,4,9221.0,1669.225712078341
626,2,8,9286.0,7497.925030170504
627,8,32,9338.0,19552.13349278179
628,8,32,9338.0,19154.023048388568
629,8,32,9338.0,19081.733012342822
630,8,32,9339.0,20676.981770937662
631,8,32,9339.0,19259.389927027358
632,8,32,9339.0,20450.893403849288
633,8,32,9339.0,19493.17163114712
634,8,32,9339.0,20688.295400909556
635,8,32,9339.0,20538.958093233534
636,8,32,9339.0,20676.35751046395
637,8,32,9339.0,20675.986930521907
638,8,32,9339.0,19587.41354611903
639,8,32,9339.0,20672.926091421272
640,8,32,9339.0,19622.790127255455
641,8,32,9339.0,19519.69166915887
642,8,32,9339.0,20409.73556193757
643,8,32,9339.0,19404.296688682807
644,8,32,9339.0,19458.72273940941
645,8,32,9339.0,20673.27293693027
646,8,32,9339.0,20680.41192376629
647,8,32,9339.0,19203.63692758223
648,8,32,9339.0,19655.768081711576
649,8,32,9339.0,20281.468199729294
650,8,32,9339.0,19541.57120849407
651,8,32,9340.0,20211.989583690756
652,8,32,9340.0,19480.01434918293
653,8,32,9340.0,20436.353197734934
654,8,32,9340.0,20298.87294842282
655,8,32,9340.0,20681.72048396072
656,8,32,9340.0,19504.637319074354
657,8,32,9340.0,19619.709684086058
658,8,32,9340.0,19382.552059699563
659,8,32,9340.0,20678.125048513582
660,8,32,9340.0,20497.053092182163
661,8,32,9340.0,20320.51922975875
662,8,32,9341.0,20675.045091407053
663,8,32,9341.0,20242.280164070555
664,8,32,9341.0,20678.670868806086
665,8,32,9341.0,20678.406439542014
666,8,32,9341.0,20329.002117193682
667,8,32,9341.0,20472.860843468356
668,8,32,9341.0,19651.960762324725
669,8,32,9341.0,20683.496579131857
670,8,32,9341.0,20161.803774590473
671,1,2,9352.0,18968.657835073664
672,1,2,9352.0,10648.040582776108
673,1,2,9352.0,10651.984468210978
674,1,2,9354.0,3924.2347723191597
675,1,2,9354.0,3925.390674091415
676,1,2,9354.0,3923.298909028143
677,1,2,9354.0,3921.9191998325186
678,1,2,9354.0,3920.28483955903
679,1,2,9354.0,8274.173076072151
680,1,2,9354.0,3921.3217786868813
681,1,2,9355.0,3915.3877336106316
682,1,2,9355.0,3915.4154129492563
683,1,2,9355.0,3924.3170232163443
684,1,2,9355.0,3922.0697001904527
685,1,2,9355.0,3925.0667079061236
686,1,2,9355.0,3920.5610701976984
687,1,2,9355.0,3915.372988435625
688,1,2,9355.0,3917.9047063888875
689,1,2,9355.0,3916.3097233281133
690,1,2,9361.0,7274.33433019099
691,1,2,9361.0,8066.981888359751
692,1,2,9361.0,32617.57857939325
693,1,2,9361.0,20962.60142693462
694,1,2,9361.0,9453.570449139574
695,1,2,9361.0,9653.114050860662
696,1,2,9361.0,9453.456797509143
697,1,2,9361.0,7673.823720960088
698,1,2,9361.0,9648.358009961667
699,1,2,9361.0,9327.187403815173
700,1,2,9361.0,10047.806571310955
701,1,2,9361.0,9659.170216028702
702,1,2,9361.0,8267.00478991031
703,1,2,9361.0,9649.452020935669
704,1,2,9362.0,10070.015580186393
705,1,2,9362.0,9451.94948880089
706,1,2,9362.0,33814.05254259729
707,1,2,9362.0,8123.691107868855
708,1,2,9362.0,9660.182890767448
709,1,2,9362.0,10065.179900571786
710,1,2,9362.0,9662.106888485016
711,1,2,9362.0,9665.469718671293
712,1,2,9362.0,9058.237888549027
713,1,2,9363.0,7684.749905340328
714,2,4,9521.0,213825.8246836355
715,1,2,9574.0,6453.724561389819
716,1,2,9574.0,7440.80048500893
717,1,2,9574.0,9097.264948050253
718,1,2,9574.0,7442.929948839598
719,1,2,9574.0,9095.332696748572
720,1,2,9574.0,7041.373103441143
721,1,2,9574.0,6453.079399272506
722,1,2,9574.0,6046.933550314264
723,1,2,9574.0,6454.9726338756045
724,1,2,9574.0,6451.202548474606
725,1,2,9574.0,8427.228899528922
726,1,2,9574.0,6449.6565751898015
727,1,2,9574.0,6452.155869043203
728,1,2,9574.0,6449.359881318989
729,1,2,9574.0,7833.415750956437
730,1,2,9574.0,26876.10221980475
731,1,2,9574.0,6448.868119940993
732,1,2,9574.0,9095.130577810138
733,1,2,9574.0,6450.147900323179
734,1,2,9574.0,6447.207018643243
